,uniprot1,uniprot2,symbol1,symbol2,methods,pids,ndb,dbs,exp,go1,go2
172,P09874,Q2M1K9,PARP1,ZNF423,"affinity chromatography technology, anti tag coimmunoprecipitation, two hybrid, yeast 2-hybrid","14623329, 22863007",2,"biogrid, hprd, iid-pred, intact","exp, pred","GO:0044030, GO:0006294, GO:0006296, GO:0006293, GO:0032042, GO:0006471, GO:0051287, GO:0034644, GO:0019899, GO:2001170, GO:1903827, GO:0000724, GO:0023019, GO:0042769, GO:0000784, GO:0070911, GO:0003677, GO:0032869, GO:0003950, GO:0043504, GO:0000715, GO:0007005, GO:0000723, GO:0016020, GO:0071294, GO:0006302, GO:0000122, GO:0030331, GO:0018312, GO:0005634, GO:0005635, GO:0033683, GO:0005739, GO:0005654, GO:0030225, GO:0045944, GO:0070412, GO:0006366, GO:1904646, GO:1990404, GO:0042826, GO:0010332, GO:0042802, GO:0000977, GO:0006915, GO:0005667, GO:1903518, GO:0006281, GO:0008134, GO:0050790, GO:0033148, GO:0006974, GO:1904357, GO:0036211, GO:0070212, GO:1901216, GO:0032991, GO:0034599, GO:0007179, GO:0010613, GO:1900182, GO:1904044, GO:0032993, GO:0047485, GO:0016540, GO:0005730, GO:0060391, GO:0010990, GO:0019901, GO:0051901, GO:0003723, GO:0005515, GO:0001228, GO:1904762, GO:1990966, GO:1903376, GO:2000679, GO:0008270","GO:0007219, GO:0007399, GO:0003700, GO:0005634, GO:0030154, GO:0005654, GO:0006355, GO:0045892, GO:0006351, GO:0005515, GO:0003677, GO:0046872, GO:0030513, GO:0000981, GO:0045893"
174,O60566,Q9UM11,BUB1B,FZR1,"enzymatic study, pull down","23091007, 25505175",2,"biogrid, iid-pred","exp, pred","GO:0034501, GO:0051754, GO:0051301, GO:0005737, GO:0000940, GO:0005815, GO:0004674, GO:0004672, GO:0048471, GO:0005524, GO:0006468, GO:0000278, GO:0008283, GO:0006915, GO:0031145, GO:0000778, GO:0051233, GO:0000776, GO:0000777, GO:0005829, GO:0005515, GO:0007094, GO:0007093, GO:0007091, GO:0005680","GO:0008284, GO:0072425, GO:0040020, GO:0006281, GO:0070979, GO:0031965, GO:0005829, GO:0005654, GO:0070306, GO:0031145, GO:0006974, GO:0045732, GO:0097027, GO:0007049, GO:0005515, GO:1904668, GO:0090344, GO:0010997, GO:0051301, GO:0005680"
176,P38398,P61968,BRCA1,LMO4,"affinity chromatography technology, pull down, two hybrid","11751867, 12925972",2,"bci, biogrid, hprd, i2d, iid-pred","exp, pred","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893","GO:0021522, GO:0030334, GO:0048538, GO:0021527, GO:0003700, GO:0021514, GO:0008134, GO:0031333, GO:0003281, GO:0031252, GO:0001158, GO:0050865, GO:0042659, GO:0005667, GO:0005515, GO:0006366, GO:0045944, GO:0001843, GO:0046872, GO:0033674"
177,O60216,Q99755,RAD21,PIP5K1A,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0045841, GO:0071168, GO:0044877, GO:0008278, GO:0051301, GO:0007062, GO:0006302, GO:0016020, GO:0005654, GO:0006366, GO:0016363, GO:0005694, GO:0045876, GO:0030893, GO:0006281, GO:0006915, GO:0006974, GO:0010972, GO:0007059, GO:0007131, GO:0000775, GO:0006310, GO:0000798, GO:0005829, GO:0001228, GO:0006357, GO:0045944, GO:0005515, GO:0000785, GO:0003682","GO:0006909, GO:0006650, GO:0048041, GO:0007165, GO:0060326, GO:0005925, GO:0016607, GO:0052812, GO:0014066, GO:0031532, GO:0000285, GO:0005634, GO:0005654, GO:0052810, GO:0052811, GO:0046854, GO:0006661, GO:0010761, GO:0005524, GO:0016308, GO:0030216, GO:0030027, GO:0019900, GO:0005886, GO:0072659, GO:0032587, GO:0005847, GO:0016477, GO:0097178, GO:0008654, GO:0005829, GO:0090630, GO:0005515"
180,P54725,Q6ZVN7,RAD23A,SEM1,affinity chromatography technology,"19013454, 24811749",2,biogrid,exp,"GO:0032436, GO:0032434, GO:0031593, GO:0005737, GO:0045787, GO:0000502, GO:0043161, GO:0005634, GO:1990381, GO:0045070, GO:0005815, GO:0005654, GO:0016579, GO:0003697, GO:0016032, GO:0006281, GO:0006289, GO:0006974, GO:0019900, GO:0031648, GO:0070628, GO:0032991, GO:0043231, GO:0005829, GO:0043130, GO:0005515, GO:0003684",
184,Q13535,Q96IQ7,ATR,VSIG2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0018105, GO:0071480, GO:0034644, GO:0000784, GO:0003677, GO:0046777, GO:0016605, GO:0005634, GO:0032212, GO:0007275, GO:0005654, GO:0004674, GO:0006260, GO:0097695, GO:0097694, GO:0004672, GO:0032407, GO:0032405, GO:1904884, GO:0005794, GO:0006281, GO:0016301, GO:0006974, GO:0008156, GO:0043517, GO:0000077, GO:0005694, GO:0090399, GO:0042493, GO:0036297, GO:0070198, GO:0005524, GO:0005515, GO:1900034","GO:0016020, GO:0005887"
194,P06401,P38398,PGR,BRCA1,"affinity chromatography technology, enzymatic study, pull down","16109739, 21531767",2,"biogrid, iid-pred","exp, pred","GO:0050847, GO:0038001, GO:0019899, GO:0005496, GO:0010629, GO:0001077, GO:0008270, GO:0003677, GO:0004879, GO:0001542, GO:0005654, GO:0006367, GO:0042802, GO:0005515, GO:0051117, GO:0007267, GO:0060748, GO:0050678, GO:0005829, GO:0003707, GO:0005741, GO:0045944, GO:0000981, GO:0048286, GO:0002070, GO:0000978, GO:0007165","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893"
195,O43502,Q9HBV2,RAD51C,SPACA1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0033063, GO:0033065, GO:0007596, GO:0005739, GO:0003677, GO:0007066, GO:0030054, GO:0007062, GO:0005737, GO:0000722, GO:0000724, GO:0005634, GO:0000707, GO:0005654, GO:0005657, GO:0048471, GO:0007141, GO:0048476, GO:0005524, GO:0006281, GO:0006974, GO:0010971, GO:0007131, GO:0006310, GO:0000400, GO:0043231, GO:0005829, GO:0007283, GO:0005515, GO:0008821","GO:0002079, GO:0002080, GO:0016021, GO:0001675"
196,Q15645,Q9NRY6,TRIP13,PLSCR3,"two hybrid, two hybrid array, two hybrid pooling approach, two hybrid prey pooling approach, validated two hybrid, yeast 2-hybrid","16189514, 25416956",2,"biogrid, hprd, intact",exp,"GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094","GO:0017128, GO:0006915, GO:0071222, GO:0048306, GO:0017121, GO:0016021, GO:0016020, GO:0017124, GO:0005739, GO:0031966, GO:0042593, GO:0005509, GO:0005515, GO:0005886, GO:0042632"
197,P38398,P84022,BRCA1,SMAD3,"affinity chromatography technology, pull down","15735739, 19768112",2,"bci, biogrid, hprd, i2d, iid-pred","exp, pred","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893","GO:0032924, GO:0045216, GO:0048589, GO:0031053, GO:0023019, GO:0008270, GO:1902895, GO:0030501, GO:0051894, GO:0050728, GO:0051496, GO:0032332, GO:0045668, GO:0016202, GO:0043235, GO:0031962, GO:0019901, GO:0000790, GO:0019902, GO:0001756, GO:0030512, GO:0007179, GO:0044212, GO:0030618, GO:0016579, GO:0005829, GO:0043130, GO:0005667, GO:0060395, GO:0032731, GO:0048340, GO:0002076, GO:0090263, GO:0050821, GO:0010628, GO:0043425, GO:0005654, GO:0000989, GO:0006366, GO:0000987, GO:0007183, GO:0031625, GO:0030878, GO:0000981, GO:0035259, GO:0048701, GO:0009880, GO:0017015, GO:0008013, GO:0007050, GO:0060070, GO:0061767, GO:0006955, GO:0042307, GO:0002520, GO:0042060, GO:0038092, GO:0010718, GO:0071345, GO:0000122, GO:0006357, GO:0000978, GO:0046982, GO:0007492, GO:0030308, GO:0031490, GO:0045429, GO:0042177, GO:0001666, GO:1901203, GO:0005737, GO:0043565, GO:0001701, GO:0001707, GO:0033689, GO:0005637, GO:0005634, GO:0001947, GO:1903243, GO:0017151, GO:0042802, GO:0042803, GO:0000983, GO:0008134, GO:0070306, GO:0019049, GO:0035326, GO:0001102, GO:0001657, GO:0045599, GO:0051091, GO:0050776, GO:0050678, GO:0060290, GO:0051098, GO:0001228, GO:0071560, GO:0045944, GO:0005515, GO:0005518, GO:0048617, GO:0030325, GO:0032909, GO:0005160, GO:0097191, GO:0042110, GO:0001889, GO:0061045, GO:0050927, GO:0043066, GO:0070412, GO:0070410, GO:0045930, GO:0030335, GO:0060039, GO:0006919, GO:0032916, GO:0005886, GO:0070878, GO:0003700, GO:0051481, GO:0010694, GO:0097296, GO:0071144, GO:0071141, GO:0045893"
199,Q8WWY8,Q9NZ71,LIPH,RTEL1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006654, GO:0005615, GO:0052689, GO:0016042, GO:0005886, GO:0004620, GO:0008201","GO:1902990, GO:1904506, GO:0000781, GO:0003677, GO:0043247, GO:0000723, GO:0010569, GO:0070182, GO:0005634, GO:0005654, GO:0004003, GO:1904535, GO:0045910, GO:0031297, GO:0005524, GO:1904358, GO:0006281, GO:1904355, GO:0032508, GO:0006974, GO:0090657, GO:0046872, GO:0051539, GO:0032206, GO:0000732, GO:0005515, GO:1904430"
200,P22694,Q96SD1,PRKACB,DCLRE1C,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0007596, GO:0007165, GO:0034199, GO:0004691, GO:0045171, GO:0070062, GO:0071377, GO:0003091, GO:0000287, GO:1901621, GO:0005654, GO:0004674, GO:0007188, GO:0097338, GO:0001843, GO:0031625, GO:0005524, GO:0002223, GO:0006468, GO:0016301, GO:0051447, GO:0005886, GO:0005952, GO:0048471, GO:0070613, GO:0005829, GO:0097546, GO:0005515, GO:0005813, GO:0034380","GO:0000014, GO:0031848, GO:0008409, GO:0006303, GO:0005794, GO:0004519, GO:0030183, GO:0036297, GO:0006974, GO:0090305, GO:0033151, GO:0000784, GO:0005515, GO:0035312, GO:0010212, GO:0006281, GO:0070419, GO:0005654, GO:0003684, GO:0002250"
202,Q15645,Q8TBB1,TRIP13,LNX1,"two hybrid, two hybrid array, two hybrid pooling approach, two hybrid prey pooling approach, validated two hybrid, yeast 2-hybrid","16189514, 25416956",2,"biogrid, hprd, intact",exp,"GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094","GO:0005737, GO:0051260, GO:0016567, GO:0030165, GO:0005515, GO:0006511, GO:0046872, GO:0004842"
203,O14746,Q99828,TERT,CIB1,"affinity chromatography technology, pull down, two hybrid","15190070, 20959453",2,"bci, biogrid, i2d, innatedb",exp,"GO:0042635, GO:0008022, GO:2000773, GO:0032774, GO:0030422, GO:0046326, GO:1990572, GO:0001172, GO:0000781, GO:0030177, GO:0000333, GO:0043524, GO:0000784, GO:0003677, GO:1902895, GO:0042645, GO:0007005, GO:0007004, GO:0000723, GO:0032092, GO:0000049, GO:0005730, GO:0005634, GO:0051087, GO:0045766, GO:0005654, GO:0090399, GO:1904837, GO:2000648, GO:0071456, GO:0046686, GO:0046872, GO:1904707, GO:2001240, GO:0042802, GO:0005697, GO:0016607, GO:0070200, GO:0005515, GO:0042162, GO:0016605, GO:2000352, GO:0010629, GO:0003968, GO:0060253, GO:0005886, GO:0003964, GO:1903620, GO:1903704, GO:0016779, GO:0006278, GO:0001223, GO:0047485, GO:0098680, GO:0031647, GO:0000783, GO:0022616, GO:0070034, GO:1904751, GO:1904754, GO:0003723, GO:0003720, GO:0003721, GO:0051000, GO:0042803, GO:1900087, GO:0005829, GO:0071897, GO:0031379","GO:0032433, GO:0008022, GO:0008427, GO:0005783, GO:0005794, GO:0019901, GO:0030307, GO:0007286, GO:0030220, GO:0030425, GO:0008284, GO:0051898, GO:0070886, GO:0071902, GO:0044325, GO:0001525, GO:0051302, GO:0043085, GO:0005737, GO:0006302, GO:0031122, GO:0007026, GO:1900026, GO:0005813, GO:0005634, GO:0016020, GO:0002931, GO:0005654, GO:0016324, GO:0043066, GO:0051301, GO:0043005, GO:0048471, GO:0043025, GO:0005509, GO:0042127, GO:0008285, GO:0030335, GO:0042383, GO:0006281, GO:0030027, GO:0006915, GO:1903078, GO:0038163, GO:0006974, GO:0010977, GO:0071901, GO:0005886, GO:0007155, GO:0030291, GO:0090314, GO:0032587, GO:0017016, GO:0031982, GO:0051092, GO:0007113, GO:0070374, GO:0071363, GO:0070062, GO:2000256, GO:0045653, GO:0090050, GO:0043495, GO:0097191, GO:0071356, GO:0071944, GO:0005515, GO:0001933, GO:0001954, GO:0030426, GO:0001934, GO:1990090, GO:0033630"
205,Q13156,Q96FZ2,RPA4,HMCES,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006310, GO:0043565, GO:0000077, GO:0006281, GO:0005634, GO:0006270, GO:0000082, GO:0006289, GO:0033260, GO:0006974, GO:0005662, GO:0003697, GO:0005515, GO:0003690, GO:0005654, GO:0003684, GO:0098505","GO:0006508, GO:0008233, GO:0008150, GO:0003674, GO:0003677"
208,P30039,Q15645,PBLD,TRIP13,"two hybrid, two hybrid array, two hybrid pooling approach, two hybrid prey pooling approach, validated two hybrid, yeast 2-hybrid","16189514, 25416956",2,"biogrid, hprd, intact",exp,"GO:0005737, GO:0016853, GO:0010719, GO:0010633, GO:0060394, GO:0050680, GO:0060392, GO:0009058, GO:0003674, GO:0030277, GO:0005515, GO:0030512, GO:0042802, GO:0070062","GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094"
213,O14757,Q9Y5W9,CHEK1,SNX11,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0018107, GO:2000615, GO:0071260, GO:0070317, GO:0000781, GO:0000785, GO:0035556, GO:0007049, GO:0005737, GO:0010569, GO:0005615, GO:0005813, GO:0005634, GO:0006281, GO:0005654, GO:0004674, GO:0006260, GO:0004672, GO:0045839, GO:0010767, GO:0005524, GO:0072425, GO:0006468, GO:0016301, GO:0048096, GO:0006915, GO:0006974, GO:0006975, GO:0035402, GO:0019904, GO:0000794, GO:1901796, GO:0000077, GO:0045787, GO:0032991, GO:0043231, GO:0035407, GO:0005829, GO:0005515, GO:0046602, GO:0090399","GO:0006886, GO:0005768, GO:0005515, GO:0016050, GO:1901981"
215,Q92995,Q9UQE7,USP13,SMC3,"affinity chromatography technology, anti tag coimmunoprecipitation","19615732, 26496610",2,"biogrid, intact",exp,"GO:0044389, GO:0004197, GO:0050821, GO:0008270, GO:0070628, GO:1904294, GO:0051087, GO:0004843, GO:0005654, GO:0043130, GO:0010506, GO:0070536, GO:1904378, GO:0030318, GO:0008283, GO:0006914, GO:0035523, GO:0036459, GO:0031625, GO:0044313, GO:1904288, GO:0016579, GO:0005829, GO:0006355, GO:0006511, GO:0005515, GO:1904454","GO:0048487, GO:0000785, GO:0000800, GO:0008278, GO:0051301, GO:0000278, GO:0051321, GO:0070840, GO:0005634, GO:0003682, GO:0097431, GO:0005654, GO:0016363, GO:0005694, GO:0005524, GO:0030893, GO:0006281, GO:0006974, GO:0032876, GO:0034991, GO:0051702, GO:0007062, GO:0000775, GO:0019827, GO:0005604, GO:0036033, GO:0005829, GO:1901673, GO:0006275, GO:0005622, GO:0044791, GO:0003777, GO:0005515, GO:0046982"
216,O43829,O60671,ZBTB14,RAD1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0043565, GO:0003170, GO:0003279, GO:0005515, GO:0000122, GO:0003700, GO:0005634, GO:0005730, GO:0016235, GO:0005654, GO:0044212, GO:0045892, GO:0006351, GO:0060976, GO:0000978, GO:0046872, GO:0001078, GO:0005829, GO:0000981","GO:0030896, GO:0005654, GO:0008408, GO:0000077, GO:0043231, GO:0006281, GO:0008853, GO:0071479, GO:0003684, GO:0006974, GO:0090305, GO:0021762, GO:0005515, GO:0051598, GO:0005694, GO:0005634"
217,P54727,Q9UMX0,RAD23B,UBQLN1,biochemical,"22939629, 26344197",2,"biogrid, iid-pred","exp, pred","GO:0006294, GO:0006457, GO:0032434, GO:0048568, GO:0071942, GO:0070911, GO:0031593, GO:0070628, GO:0043161, GO:0005634, GO:0005654, GO:0016579, GO:0003697, GO:0006281, GO:0006289, GO:0006974, GO:0007283, GO:0000502, GO:0005829, GO:0000715, GO:0043130, GO:0005515, GO:0003684","GO:0005783, GO:0030433, GO:0016236, GO:0016235, GO:1901340, GO:0031593, GO:0005737, GO:0031410, GO:0005776, GO:0000045, GO:0005654, GO:0097352, GO:0035973, GO:0031398, GO:0071456, GO:0031396, GO:0048471, GO:0042802, GO:1902175, GO:1903071, GO:0019900, GO:0034140, GO:0005886, GO:0000502, GO:0032991, GO:0005829, GO:0005515, GO:0034976"
219,P09874,P10827,PARP1,THRA,affinity chromatography technology,"15808511, 17242407",2,"bci, biogrid, iid-pred","exp, pred","GO:0044030, GO:0006294, GO:0006296, GO:0006293, GO:0032042, GO:0006471, GO:0051287, GO:0034644, GO:0019899, GO:2001170, GO:1903827, GO:0000724, GO:0023019, GO:0042769, GO:0000784, GO:0070911, GO:0003677, GO:0032869, GO:0003950, GO:0043504, GO:0000715, GO:0007005, GO:0000723, GO:0016020, GO:0071294, GO:0006302, GO:0000122, GO:0030331, GO:0018312, GO:0005634, GO:0005635, GO:0033683, GO:0005739, GO:0005654, GO:0030225, GO:0045944, GO:0070412, GO:0006366, GO:1904646, GO:1990404, GO:0042826, GO:0010332, GO:0042802, GO:0000977, GO:0006915, GO:0005667, GO:1903518, GO:0006281, GO:0008134, GO:0050790, GO:0033148, GO:0006974, GO:1904357, GO:0036211, GO:0070212, GO:1901216, GO:0032991, GO:0034599, GO:0007179, GO:0010613, GO:1900182, GO:1904044, GO:0032993, GO:0047485, GO:0016540, GO:0005730, GO:0060391, GO:0010990, GO:0019901, GO:0051901, GO:0003723, GO:0005515, GO:0001228, GO:1904762, GO:1990966, GO:1903376, GO:2000679, GO:0008270","GO:0001076, GO:0045925, GO:0017025, GO:0030154, GO:0007611, GO:0031490, GO:0001502, GO:0001503, GO:0044877, GO:0008270, GO:0043401, GO:0098531, GO:0050994, GO:0007275, GO:0004879, GO:0009755, GO:0030522, GO:0000122, GO:0033993, GO:0005634, GO:0001133, GO:0005654, GO:0030218, GO:0060509, GO:0006367, GO:0006366, GO:0000976, GO:0030878, GO:0000981, GO:0033032, GO:0017055, GO:0009887, GO:0070324, GO:0008134, GO:0008016, GO:0030374, GO:0008050, GO:0045892, GO:0019904, GO:0010831, GO:0009409, GO:0002154, GO:0002155, GO:0002153, GO:0044212, GO:0042994, GO:0007420, GO:0003700, GO:0005829, GO:0090575, GO:0003707, GO:2000143, GO:0006357, GO:0045944, GO:0000977, GO:0005515, GO:0004887, GO:0004872"
221,Q13535,Q6AZY7,ATR,SCARA3,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0018105, GO:0071480, GO:0034644, GO:0000784, GO:0003677, GO:0046777, GO:0016605, GO:0005634, GO:0032212, GO:0007275, GO:0005654, GO:0004674, GO:0006260, GO:0097695, GO:0097694, GO:0004672, GO:0032407, GO:0032405, GO:1904884, GO:0005794, GO:0006281, GO:0016301, GO:0006974, GO:0008156, GO:0043517, GO:0000077, GO:0005694, GO:0090399, GO:0042493, GO:0036297, GO:0070198, GO:0005524, GO:0005515, GO:1900034","GO:0034138, GO:0005044, GO:0016021, GO:0006898, GO:0030246, GO:0005789, GO:0003429, GO:0005615, GO:0005509, GO:0005515, GO:0006979, GO:0009650, GO:0001867, GO:0005581, GO:0000139, GO:0005578, GO:0005537, GO:0005783"
224,Q56NI9,Q9UKL0,ESCO2,RCOR1,affinity chromatography technology,"18501190, 20331966",2,"biogrid, iid-pred","exp, pred","GO:0071168, GO:0000785, GO:0031618, GO:0007049, GO:0001741, GO:0006302, GO:0008080, GO:0004468, GO:0005634, GO:0005654, GO:0002244, GO:0030054, GO:0046872, GO:0005694, GO:0005794, GO:0006281, GO:0006974, GO:0007059, GO:0007062, GO:0035861, GO:0006275, GO:0010369, GO:0016407, GO:0034421","GO:0044212, GO:0005667, GO:0017053, GO:0000122, GO:1990391, GO:0004407, GO:0005634, GO:0007596, GO:0005515, GO:0005654, GO:0003700, GO:0006357, GO:0045892, GO:0006351, GO:0016032, GO:0001078, GO:0008134, GO:0070933, GO:0000981"
225,O75170,Q96SD1,PPP6R2,DCLRE1C,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005829, GO:0043231, GO:0005515","GO:0000014, GO:0031848, GO:0008409, GO:0006303, GO:0005794, GO:0004519, GO:0030183, GO:0036297, GO:0006974, GO:0090305, GO:0033151, GO:0000784, GO:0005515, GO:0035312, GO:0010212, GO:0006281, GO:0070419, GO:0005654, GO:0003684, GO:0002250"
226,Q5T124,Q9NZ71,UBXN11,RTEL1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005737, GO:0005856, GO:0043130, GO:0005515, GO:0043161","GO:1902990, GO:1904506, GO:0000781, GO:0003677, GO:0043247, GO:0000723, GO:0010569, GO:0070182, GO:0005634, GO:0005654, GO:0004003, GO:1904535, GO:0045910, GO:0031297, GO:0005524, GO:1904358, GO:0006281, GO:1904355, GO:0032508, GO:0006974, GO:0090657, GO:0046872, GO:0051539, GO:0032206, GO:0000732, GO:0005515, GO:1904430"
227,P10275,P38398,AR,BRCA1,"affinity chromatography technology, pull down, two hybrid","11016951, 11085509",2,"biogrid, dip, hprd, iid-pred","exp, pred","GO:0048638, GO:0008270, GO:2001237, GO:0060571, GO:0033327, GO:0008285, GO:0035264, GO:0050680, GO:0019899, GO:0060736, GO:0005496, GO:0001077, GO:0007165, GO:0003382, GO:0003677, GO:0072520, GO:0000978, GO:0007283, GO:0004879, GO:0060599, GO:0016607, GO:0003073, GO:0001701, GO:0030522, GO:0070974, GO:0000122, GO:0005634, GO:0043568, GO:0005654, GO:0030850, GO:0006367, GO:0060520, GO:0048808, GO:0016579, GO:0071383, GO:0000981, GO:0006351, GO:0008284, GO:0005737, GO:0019102, GO:0007548, GO:0008283, GO:0051117, GO:1903076, GO:0050790, GO:0008134, GO:0033148, GO:0071394, GO:0060769, GO:0060742, GO:0000790, GO:0060740, GO:0045893, GO:0005886, GO:0007267, GO:0005497, GO:0060749, GO:0060748, GO:0045726, GO:0044212, GO:0051092, GO:0051259, GO:0043410, GO:0042327, GO:0032991, GO:0001085, GO:0008013, GO:0045720, GO:0005829, GO:0030521, GO:0045597, GO:0005102, GO:0048645, GO:0003700, GO:0010628, GO:0045944, GO:0045945, GO:0005515, GO:0004882, GO:0046983, GO:0003682, GO:0007338","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893"
