PROTID;GENEID;DEFLINE;NumExp;Total;FREQ;ALL_NUMSPECSTOT;ALL_NUMSPECSUNIQ
NP_056993.2;NBAS;neuroblastoma-amplified sequence [Homo sapiens];4;334;0.011662;2;2
NP_006799.1;SEC61B;protein transport protein Sec61 subunit beta [Homo sapiens];4;334;0.011662;5;5
NP_056054.2;AGTPBP1;cytosolic carboxypeptidase 1 [Homo sapiens];4;334;0.011662;1;1
NP_443108.1;NACC1;nucleus accumbens-associated protein 1 [Homo sapiens];4;334;0.011662;1;1
NP_001182465.1;CHMP5;charged multivesicular body protein 5 isoform 2 [Homo sapiens];4;334;0.011662;3;3
NP_061174.1;CTTNBP2NL;CTTNBP2 N-terminal-like protein [Homo sapiens];4;334;0.011662;1;1
NP_079380.2;DBF4B;protein DBF4 homolog B isoform 2 [Homo sapiens];4;334;0.011662;19;19
NP_000225.1;LIG1;DNA ligase 1 [Homo sapiens];3;334;0.008746;5;5
NP_000241.1;MPO;myeloperoxidase [Homo sapiens];3;334;0.008746;16;16
NP_000395.2;GLB1;beta-galactosidase isoform a preproprotein [Homo sapiens];3;334;0.008746;12;12
NP_001002762.2;DNAJB12;dnaJ homolog subfamily B member 12 [Homo sapiens];3;334;0.008746;7;7
NP_001006611.1;SIAH1;E3 ubiquitin-protein ligase SIAH1 isoform b [Homo sapiens];3;334;0.008746;10;10
NP_001006947.1;SDC1;syndecan-1 precursor [Homo sapiens];3;334;0.008746;6;6
NP_001008564.1;NUPL1;nucleoporin p58/p45 isoform b [Homo sapiens];3;334;0.008746;3;3
NP_001010872.1;FAM83B;hypothetical protein LOC222584 [Homo sapiens];3;334;0.008746;9;9
NP_001011663.1;PCGF6;polycomb group RING finger protein 6 isoform a [Homo sapiens];3;334;0.008746;7;7
NP_001013683.1;VSIG8;V-set and immunoglobulin domain-containing protein 8 precursor [Homo sapiens];3;334;0.008746;4;4
NP_001018066.1;VLDLR;very low-density lipoprotein receptor isoform b precursor [Homo sapiens];3;334;0.008746;90;90
NP_001029195.1;DMAP1;DNA methyltransferase 1-associated protein 1 [Homo sapiens];3;334;0.008746;3;3
NP_001032238.1;ACOT1;acyl-coenzyme A thioesterase 1 [Homo sapiens];3;334;0.008746;5;5
NP_001034966.1;STRN4;striatin-4 isoform 2 [Homo sapiens];3;334;0.008746;4;4
NP_001035535.1;ASB1;ankyrin repeat and SOCS box protein 1 [Homo sapiens];3;334;0.008746;4;4
NP_001073888.2;UNK;RING finger protein unkempt homolog [Homo sapiens];3;334;0.008746;4;4
NP_001120.3;AEBP1;adipocyte enhancer-binding protein 1 precursor [Homo sapiens];3;334;0.008746;31;31
NP_001121632.1;UBP1;upstream-binding protein 1 isoform b [Homo sapiens];3;334;0.008746;5;5
NP_001122405.1;SYNPO2;synaptopodin-2 isoform b [Homo sapiens];3;334;0.008746;10;10
NP_001124488.1;CIZ1;cip1-interacting zinc finger protein isoform 1 [Homo sapiens];3;334;0.008746;15;15
NP_001129224.1;ECD;protein SGT1 isoform 2 [Homo sapiens];3;334;0.008746;5;5
NP_001129663.1;KANK2;KN motif and ankyrin repeat domain-containing protein 2 isoform 2 [Homo sapiens];3;334;0.008746;7;7
NP_001129665.1;FASTKD2;FAST kinase domain-containing protein 2 [Homo sapiens];3;334;0.008746;6;6
NP_001129673.1;ISOC2;isochorismatase domain-containing protein 2, mitochondrial isoform 1 [Homo sapiens];3;334;0.008746;7;7
NP_001137139.1;ZBED5;zinc finger BED domain-containing protein 5 [Homo sapiens];3;334;0.008746;30;30
NP_001138732.1;NCOA4;nuclear receptor coactivator 4 isoform 1 [Homo sapiens];3;334;0.008746;3;3
NP_001138825.1;ELF1;ETS-related transcription factor Elf-1 isoform b [Homo sapiens];3;334;0.008746;16;16
NP_001153060.1;CD109;CD109 antigen isoform 3 precursor [Homo sapiens];3;334;0.008746;13;13
NP_001156736.1;PCYT1B;choline-phosphate cytidylyltransferase B isoform 2 [Homo sapiens];3;334;0.008746;6;6
NP_001159765.1;SSX2IP;afadin- and alpha-actinin-binding protein isoform 1 [Homo sapiens];3;334;0.008746;6;6
NP_001166879.1;OBSL1;obscurin-like protein 1 isoform 3 precursor [Homo sapiens];3;334;0.008746;5;5
NP_001171968.1;ACOX1;peroxisomal acyl-coenzyme A oxidase 1 isoform c [Homo sapiens];3;334;0.008746;5;5
NP_001177385.1;CORO2B;coronin-2B isoform 2 [Homo sapiens];3;334;0.008746;3;3
NP_001185712.1;POU2F1;POU domain, class 2, transcription factor 1 isoform 2 [Homo sapiens];3;334;0.008746;5;5
NP_001191807.1;BAG4;BAG family molecular chaperone regulator 4 isoform 2 [Homo sapiens];3;334;0.008746;10;10
NP_001334.2;DAB2;disabled homolog 2 [Homo sapiens];3;334;0.008746;3;3
NP_001840.3;COL6A2;collagen alpha-2(VI) chain isoform 2C2 precursor [Homo sapiens];3;334;0.008746;9;9
NP_002052.1;GCLM;glutamate--cysteine ligase regulatory subunit [Homo sapiens];3;334;0.008746;3;3
NP_002426.1;MPI;mannose-6-phosphate isomerase [Homo sapiens];3;334;0.008746;5;5
NP_002818.1;PTPN1;tyrosine-protein phosphatase non-receptor type 1 [Homo sapiens];3;334;0.008746;6;6
NP_002957.1;S100A10;protein S100-A10 [Homo sapiens];3;334;0.008746;7;7
NP_003001.1;MAP2K4;dual specificity mitogen-activated protein kinase kinase 4 [Homo sapiens];3;334;0.008746;49;49
NP_003153.2;STRN;striatin [Homo sapiens];3;334;0.008746;9;9
NP_003611.1;PPM1D;protein phosphatase 1D [Homo sapiens];3;334;0.008746;244;244
NP_003785.1;SNX4;sorting nexin-4 [Homo sapiens];3;334;0.008746;3;3
NP_003788.2;EED;polycomb protein EED isoform a [Homo sapiens];3;334;0.008746;6;6
NP_004126.1;IDH3G;isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial isoform a precursor [Homo sapiens];3;334;0.008746;3;3
NP_004220.2;MED14;mediator of RNA polymerase II transcription subunit 14 [Homo sapiens];3;334;0.008746;4;4
NP_004361.3;COL12A1;collagen alpha-1(XII) chain long isoform precursor [Homo sapiens];3;334;0.008746;4;4
NP_004417.2;PHC1;polyhomeotic-like protein 1 [Homo sapiens];3;334;0.008746;4;4
NP_004659.2;MGAM;maltase-glucoamylase, intestinal [Homo sapiens];3;334;0.008746;17;17
NP_004815.3;CDYL;chromodomain Y-like protein isoform a [Homo sapiens];3;334;0.008746;10;10
NP_004827.4;EIF2AK3;eukaryotic translation initiation factor 2-alpha kinase 3 precursor [Homo sapiens];3;334;0.008746;5;5
NP_004937.1;DOCK2;dedicator of cytokinesis protein 2 [Homo sapiens];3;334;0.008746;16;16
NP_005111.2;MED12;mediator of RNA polymerase II transcription subunit 12 [Homo sapiens];3;334;0.008746;4;4
NP_005266.2;GNL1;guanine nucleotide-binding protein-like 1 [Homo sapiens];3;334;0.008746;5;5
NP_005434.4;PAPSS1;bifunctional 3_-phosphoadenosine 5_-phosphosulfate synthase 1 [Homo sapiens];3;334;0.008746;8;8
NP_005538.2;IVL;involucrin [Homo sapiens];3;334;0.008746;8;8
NP_005670.2;null;TATA box-binding protein-associated factor RNA polymerase I subunit C isoform 1 [Homo sapiens];3;334;0.008746;23;23
NP_005754.2;AASS;alpha-aminoadipic semialdehyde synthase, mitochondrial precursor [Homo sapiens];3;334;0.008746;7;7
NP_005919.2;MFGE8;lactadherin isoform a [Homo sapiens];3;334;0.008746;7;7
NP_006281.1;TNFAIP3;tumor necrosis factor alpha-induced protein 3 [Homo sapiens];3;334;0.008746;8;8
NP_006321.1;LYPLA1;acyl-protein thioesterase 1 [Homo sapiens];3;334;0.008746;5;5
NP_006337.2;PIBF1;progesterone-induced-blocking factor 1 [Homo sapiens];3;334;0.008746;14;14
NP_006387.1;SSSCA1;Sjoegren syndrome/scleroderma autoantigen 1 [Homo sapiens];3;334;0.008746;5;5
NP_006490.3;LGALS8;galectin-8 isoform a [Homo sapiens];3;334;0.008746;5;5
NP_006786.2;EHD1;EH domain-containing protein 1 [Homo sapiens];3;334;0.008746;7;7
NP_006865.1;ELF2;ETS-related transcription factor Elf-2 isoform 2 [Homo sapiens];3;334;0.008746;12;12
NP_009217.3;SYNPO;synaptopodin isoform A [Homo sapiens];3;334;0.008746;54;54
NP_036307.2;FBXO3;F-box only protein 3 isoform 1 [Homo sapiens];3;334;0.008746;9;9
NP_036425.1;PXDN;peroxidasin homolog precursor [Homo sapiens];3;334;0.008746;6;6
NP_036540.3;ZMYND8;protein kinase C-binding protein 1 isoform b [Homo sapiens];3;334;0.008746;5;5
NP_038460.4;TONSL;tonsoku-like protein [Homo sapiens];3;334;0.008746;6;6
NP_055055.1;LIMD1;LIM domain-containing protein 1 [Homo sapiens];3;334;0.008746;4;4
NP_055336.1;SH3BP4;SH3 domain-binding protein 4 [Homo sapiens];3;334;0.008746;5;5
NP_055416.2;EHD2;EH domain-containing protein 2 [Homo sapiens];3;334;0.008746;8;8
NP_055494.2;CEP57;centrosomal protein of 57 kDa [Homo sapiens];3;334;0.008746;5;5
NP_055523.1;KNTC1;kinetochore-associated protein 1 [Homo sapiens];3;334;0.008746;4;4
NP_055623.1;FARP2;FERM, RhoGEF and pleckstrin domain-containing protein 2 [Homo sapiens];3;334;0.008746;5;5
NP_056090.1;KIAA1033;WASH complex subunit 7 [Homo sapiens];3;334;0.008746;6;6
NP_056494.1;TRUB2;probable tRNA pseudouridine synthase 2 [Homo sapiens];3;334;0.008746;6;6
NP_057071.2;HEBP1;heme-binding protein 1 [Homo sapiens];3;334;0.008746;7;7
NP_057361.3;RAB23;ras-related protein Rab-23 [Homo sapiens];3;334;0.008746;3;3
NP_057381.3;PCYOX1;prenylcysteine oxidase 1 precursor [Homo sapiens];3;334;0.008746;6;6
NP_057525.1;CRIM1;cysteine-rich motor neuron 1 protein precursor [Homo sapiens];3;334;0.008746;33;33
NP_057712.2;WAC;WW domain-containing adapter protein with coiled-coil isoform 1 [Homo sapiens];3;334;0.008746;4;4
NP_060037.3;NAGK;N-acetyl-D-glucosamine kinase [Homo sapiens];3;334;0.008746;9;9
NP_060238.3;LRRC40;leucine-rich repeat-containing protein 40 [Homo sapiens];3;334;0.008746;8;8
NP_060255.3;CCDC99;protein Spindly [Homo sapiens];3;334;0.008746;7;7
NP_060533.2;HELLS;lymphoid-specific helicase [Homo sapiens];3;334;0.008746;8;8
NP_060813.2;RIOK2;serine/threonine-protein kinase RIO2 isoform 1 [Homo sapiens];3;334;0.008746;4;4
NP_065905.2;KIAA1468;hypothetical protein LOC57614 [Homo sapiens];3;334;0.008746;4;4
NP_071324.1;GAN;gigaxonin [Homo sapiens];3;334;0.008746;14;14
NP_073587.1;PARP12;poly [ADP-ribose] polymerase 12 [Homo sapiens];3;334;0.008746;21;20
NP_075044.2;BCL11A;B-cell lymphoma/leukemia 11A isoform 1 [Homo sapiens];3;334;0.008746;21;17
NP_085139.2;EEPD1;endonuclease/exonuclease/phosphatase family domain-containing protein 1 [Homo sapiens];3;334;0.008746;6;6
NP_110394.3;AKNA;AT-hook-containing transcription factor [Homo sapiens];3;334;0.008746;9;9
NP_115705.2;ING5;inhibitor of growth protein 5 [Homo sapiens];3;334;0.008746;3;3
NP_115722.1;PDCD2L;programmed cell death protein 2-like [Homo sapiens];3;334;0.008746;4;4
NP_149975.1;PIGS;GPI transamidase component PIG-S [Homo sapiens];3;334;0.008746;6;6
NP_291027.3;TRIM41;E3 ubiquitin-protein ligase TRIM41 isoform 1 [Homo sapiens];3;334;0.008746;5;5
NP_588609.1;RSPRY1;RING finger and SPRY domain-containing protein 1 precursor [Homo sapiens];3;334;0.008746;5;5
NP_660090.2;ZNF498;zinc finger protein 498 [Homo sapiens];3;334;0.008746;5;5
NP_671717.1;FBXO22;F-box only protein 22 isoform a [Homo sapiens];3;334;0.008746;33;33
NP_689728.3;CKAP2L;cytoskeleton-associated protein 2-like [Homo sapiens];3;334;0.008746;12;12
NP_699165.2;SCARF2;scavenger receptor class F member 2 isoform 1 [Homo sapiens];3;334;0.008746;32;32
NP_808881.3;PDE12;2_,5_-phosphodiesterase 12 [Homo sapiens];3;334;0.008746;7;7
NP_951032.1;NDUFAF3;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 isoform a precursor [Homo sapiens];3;334;0.008746;7;7
XP_003118605.1;null;PREDICTED: hypothetical protein LOC100506156 [Homo sapiens];3;334;0.008746;8;8
XP_003119501.1;null;PREDICTED: aldo-keto reductase family 1 member C2-like isoform 1 [Homo sapiens];3;334;0.008746;32;32
NP_000285.1;PHKG2;phosphorylase b kinase gamma catalytic chain, testis/liver isoform isoform 1 [Homo sapiens];3;334;0.008746;2;2
NP_001020413.1;IRAK1;interleukin-1 receptor-associated kinase 1 isoform 2 [Homo sapiens];3;334;0.008746;5;5
NP_001035548.1;ERAP1;endoplasmic reticulum aminopeptidase 1 isoform b precursor [Homo sapiens];3;334;0.008746;4;4
NP_001035946.1;FRMD6;FERM domain-containing protein 6 [Homo sapiens];3;334;0.008746;3;3
NP_001070865.1;IRF2BP2;interferon regulatory factor 2-binding protein 2 isoform B [Homo sapiens];3;334;0.008746;4;4
NP_001070867.1;PNKD;probable hydrolase PNKD isoform 3 precursor [Homo sapiens];3;334;0.008746;4;4
NP_001072986.1;MED24;mediator of RNA polymerase II transcription subunit 24 isoform 2 [Homo sapiens];3;334;0.008746;2;2
NP_001073152.1;KIAA1191;hypothetical protein LOC57179 isoform b [Homo sapiens];3;334;0.008746;4;4
NP_001121647.1;DTNA;dystrobrevin alpha isoform 9 [Homo sapiens];3;334;0.008746;2;2
NP_001152758.1;HDAC10;histone deacetylase 10 isoform 2 [Homo sapiens];3;334;0.008746;3;3
NP_001164428.1;null;telomerase-binding protein EST1A isoform 2 [Homo sapiens];3;334;0.008746;2;2
NP_001379.1;DRG2;developmentally-regulated GTP-binding protein 2 [Homo sapiens];3;334;0.008746;4;4
NP_002346.1;M6PR;cation-dependent mannose-6-phosphate receptor precursor [Homo sapiens];3;334;0.008746;3;3
NP_002505.1;NOV;protein NOV homolog precursor [Homo sapiens];3;334;0.008746;3;3
NP_003106.3;UAP1;UDP-N-acetylhexosamine pyrophosphorylase [Homo sapiens];3;334;0.008746;5;5
NP_003911.2;TIMELESS;protein timeless homolog [Homo sapiens];3;334;0.008746;3;3
NP_005637.3;TARBP1;probable methyltransferase TARBP1 [Homo sapiens];3;334;0.008746;4;4
NP_008921.1;WASF2;wiskott-Aldrich syndrome protein family member 2 isoform 1 [Homo sapiens];3;334;0.008746;4;4
NP_031375.3;PAXIP1;PAX-interacting protein 1 [Homo sapiens];3;334;0.008746;4;4
NP_054879.3;MKRN2;probable E3 ubiquitin-protein ligase makorin-2 [Homo sapiens];3;334;0.008746;5;5
NP_060352.1;CLN6;ceroid-lipofuscinosis neuronal protein 6 [Homo sapiens];3;334;0.008746;5;5
NP_060764.3;CWF19L1;CWF19-like protein 1 [Homo sapiens];3;334;0.008746;4;4
NP_060828.2;ABCF3;ATP-binding cassette sub-family F member 3 [Homo sapiens];3;334;0.008746;3;3
NP_061975.2;HOXA5;homeobox protein Hox-A5 [Homo sapiens];3;334;0.008746;2;2
NP_110395.1;ILKAP;integrin-linked kinase-associated serine/threonine phosphatase 2C [Homo sapiens];3;334;0.008746;3;3
NP_955805.1;CCDC80;coiled-coil domain-containing protein 80 precursor [Homo sapiens];3;334;0.008746;3;3
NP_001006109.1;C3orf37;chromosome 3 open reading frame 37 [Homo sapiens];3;334;0.008746;3;3
NP_001138671.1;C12orf75;hypothetical protein LOC387882 [Homo sapiens];3;334;0.008746;3;3
NP_001139400.1;SAP130;histone deacetylase complex subunit SAP130 isoform a [Homo sapiens];3;334;0.008746;4;4
NP_055369.1;null;sentrin-specific protease 1 [Homo sapiens];3;334;0.008746;2;2
NP_077021.1;TAF1D;TATA box-binding protein-associated factor RNA polymerase I subunit D [Homo sapiens];3;334;0.008746;5;5
NP_714916.3;KDELC2;KDEL motif-containing protein 2 precursor [Homo sapiens];3;334;0.008746;2;2
NP_000131.2;FECH;ferrochelatase, mitochondrial isoform b precursor [Homo sapiens];3;334;0.008746;3;3
NP_001138356.1;SLC30A7;zinc transporter 7 [Homo sapiens];3;334;0.008746;3;3
NP_001157016.1;SYNRG;synergin gamma isoform 4 [Homo sapiens];3;334;0.008746;3;3
NP_001613.2;AHSG;alpha-2-HS-glycoprotein [Homo sapiens];3;334;0.008746;2;2
NP_002207.2;ITIH2;inter-alpha-trypsin inhibitor heavy chain H2 [Homo sapiens];3;334;0.008746;3;3
NP_005085.2;SLC27A4;long-chain fatty acid transport protein 4 [Homo sapiens];3;334;0.008746;2;2
NP_036221.2;ABCB10;ATP-binding cassette sub-family B member 10, mitochondrial precursor [Homo sapiens];3;334;0.008746;4;4
NP_055051.1;GNPAT;dihydroxyacetone phosphate acyltransferase [Homo sapiens];3;334;0.008746;3;3
NP_071918.1;ZFP106;zinc finger protein 106 homolog [Homo sapiens];3;334;0.008746;3;3
NP_853553.1;AUP1;ancient ubiquitous protein 1 [Homo sapiens];3;334;0.008746;2;2
NP_057491.2;C20orf43;hypothetical protein LOC51507 [Homo sapiens];3;334;0.008746;2;2
NP_001005753.1;CHMP3;charged multivesicular body protein 3 isoform 2 [Homo sapiens];3;334;0.008746;5;5
NP_001129966.1;C1orf198;hypothetical protein LOC84886 isoform 2 [Homo sapiens];3;334;0.008746;3;3
NP_001161328.1;SBNO1;protein strawberry notch homolog 1 isoform 1 [Homo sapiens];3;334;0.008746;2;2
NP_004474.2;GCSH;glycine cleavage system H protein, mitochondrial precursor [Homo sapiens];3;334;0.008746;3;3
NP_031368.1;NUPL2;nucleoporin-like protein 2 [Homo sapiens];3;334;0.008746;4;4
NP_056526.3;GLTSCR1;glioma tumor suppressor candidate region gene 1 protein [Homo sapiens];3;334;0.008746;2;2
NP_057667.1;BPIFA1;protein Plunc precursor [Homo sapiens];3;334;0.008746;4;4
NP_001127917.1;DDAH1;N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 isoform 2 [Homo sapiens];3;334;0.008746;4;4
NP_001156506.1;RPTOR;regulatory-associated protein of mTOR isoform 2 [Homo sapiens];3;334;0.008746;3;3
NP_001701.2;CFB;complement factor B preproprotein [Homo sapiens];3;334;0.008746;8;8
NP_036345.2;MLYCD;malonyl-CoA decarboxylase, mitochondrial precursor [Homo sapiens];3;334;0.008746;3;3
NP_060077.1;PPP1R12C;protein phosphatase 1 regulatory subunit 12C [Homo sapiens];3;334;0.008746;2;2
NP_079081.2;RBFA;putative ribosome-binding factor A, mitochondrial isoform 1 precursor [Homo sapiens];3;334;0.008746;4;4
NP_002398.1;SCGB2A1;mammaglobin-B precursor [Homo sapiens];3;334;0.008746;4;4
NP_004275.3;null;chromodomain-helicase-DNA-binding protein 1-like [Homo sapiens];3;334;0.008746;3;3
NP_055217.2;UQCRQ;cytochrome b-c1 complex subunit 8 [Homo sapiens];3;334;0.008746;7;7
NP_055445.2;ZNF592;zinc finger protein 592 [Homo sapiens];3;334;0.008746;2;2
NP_060541.3;ARHGEF40;rho guanine nucleotide exchange factor 40 [Homo sapiens];3;334;0.008746;3;3
NP_061849.2;SLC38A2;sodium-coupled neutral amino acid transporter 2 [Homo sapiens];3;334;0.008746;3;3
NP_110442.1;PDRG1;p53 and DNA damage-regulated protein 1 [Homo sapiens];3;334;0.008746;5;5
NP_001012398.1;AKTIP;AKT-interacting protein [Homo sapiens];3;334;0.008746;4;4
NP_001070254.1;QSER1;glutamine and serine-rich protein 1 [Homo sapiens];3;334;0.008746;2;2
NP_612144.1;DTX3L;E3 ubiquitin-protein ligase DTX3L [Homo sapiens];3;334;0.008746;5;5
NP_653182.1;C14orf149;probable proline racemase [Homo sapiens];3;334;0.008746;2;2
NP_689956.2;BRAT1;BRCA1-associated ATM activator 1 [Homo sapiens];3;334;0.008746;3;3
NP_775956.1;NSMCE2;E3 SUMO-protein ligase NSE2 [Homo sapiens];3;334;0.008746;2;2
NP_001157858.1;RAPGEF6;rap guanine nucleotide exchange factor 6 isoform 1 [Homo sapiens];3;334;0.008746;4;4
NP_003812.1;RIPK2;receptor-interacting serine/threonine-protein kinase 2 [Homo sapiens];3;334;0.008746;2;2
NP_009215.1;TWF2;twinfilin-2 [Homo sapiens];3;334;0.008746;2;2
NP_065698.1;JPH1;junctophilin-1 [Homo sapiens];3;334;0.008746;4;4
NP_001180457.1;SCRN3;secernin-3 isoform 2 [Homo sapiens];3;334;0.008746;3;3
NP_008945.2;WWP2;NEDD4-like E3 ubiquitin-protein ligase WWP2 isoform 1 [Homo sapiens];3;334;0.008746;3;3
NP_001124313.1;RTCA;RNA 3_-terminal phosphate cyclase isoform a [Homo sapiens];3;334;0.008746;2;2
NP_001803.2;CENPC1;centromere protein C 1 [Homo sapiens];3;334;0.008746;3;3
NP_036253.2;CDC42EP4;cdc42 effector protein 4 [Homo sapiens];3;334;0.008746;3;3
NP_055557.2;TM9SF4;transmembrane 9 superfamily member 4 precursor [Homo sapiens];3;334;0.008746;2;2
NP_113657.1;SH3BGRL2;SH3 domain-binding glutamic acid-rich-like protein 2 [Homo sapiens];3;334;0.008746;5;5
NP_065108.1;C12orf5;probable fructose-2,6-bisphosphatase TIGAR [Homo sapiens];3;334;0.008746;4;4
NP_036606.2;UCK2;uridine-cytidine kinase 2 [Homo sapiens];3;334;0.008746;2;2
NP_000310.2;PEX5;peroxisomal biogenesis factor 5 isoform b [Homo sapiens];3;334;0.008746;2;2
NP_077748.3;PSTPIP2;proline-serine-threonine phosphatase-interacting protein 2 [Homo sapiens];3;334;0.008746;3;3
NP_001157940.1;TMED7-TICAM2;TRAM adaptor with GOLD domain isoform 1 [Homo sapiens];3;334;0.008746;3;3
YP_003024026.1;ND1;NADH dehydrogenase subunit 1 [Homo sapiens];3;334;0.008746;2;2
NP_079021.3;SHCBP1;SHC SH2 domain-binding protein 1 [Homo sapiens];3;334;0.008746;4;4
NP_002890.2;RBP1;retinol-binding protein 1 isoform a [Homo sapiens];3;334;0.008746;9;9
NP_009041.2;TEP1;telomerase protein component 1 [Homo sapiens];3;334;0.008746;3;3
NP_071761.1;TFB2M;dimethyladenosine transferase 2, mitochondrial [Homo sapiens];3;334;0.008746;7;7
NP_002510.2;NPAT;protein NPAT [Homo sapiens];3;334;0.008746;2;2
NP_060758.2;PHF10;PHD finger protein 10 isoform a [Homo sapiens];3;334;0.008746;2;2
NP_078789.2;FYCO1;FYVE and coiled-coil domain-containing protein 1 [Homo sapiens];3;334;0.008746;2;2
NP_006312.1;ARIH2;E3 ubiquitin-protein ligase ARIH2 [Homo sapiens];3;334;0.008746;3;3
NP_060619.4;SMG8;protein SMG8 [Homo sapiens];3;334;0.008746;2;2
NP_004580.1;SCO1;protein SCO1 homolog, mitochondrial precursor [Homo sapiens];3;334;0.008746;5;5
NP_036329.3;RABGAP1;rab GTPase-activating protein 1 [Homo sapiens];3;334;0.008746;2;2
NP_005555.2;LCN2;neutrophil gelatinase-associated lipocalin precursor [Homo sapiens];3;334;0.008746;3;3
NP_064632.2;ADCK3;chaperone activity of bc1 complex-like, mitochondrial precursor [Homo sapiens];3;334;0.008746;2;2
NP_079105.4;PLBD1;phospholipase B-like 1 precursor [Homo sapiens];3;334;0.008746;3;3
NP_001185727.1;ASCC1;activating signal cointegrator 1 complex subunit 1 isoform b [Homo sapiens];3;334;0.008746;2;2
NP_036322.2;ALDH1L1;aldehyde dehydrogenase family 1 member L1 [Homo sapiens];3;334;0.008746;2;2
NP_659400.2;FAM91A1;hypothetical protein LOC157769 [Homo sapiens];3;334;0.008746;2;2
NP_001008398.2;GPX8;probable glutathione peroxidase 8 [Homo sapiens];3;334;0.008746;3;3
NP_004701.1;SYNGR2;synaptogyrin-2 [Homo sapiens];3;334;0.008746;3;3
NP_057086.2;SCCPDH;probable saccharopine dehydrogenase [Homo sapiens];3;334;0.008746;3;3
NP_524144.1;MYL1;myosin light chain 1/3, skeletal muscle isoform isoform 1f [Homo sapiens];3;334;0.008746;7;7
NP_068747.1;SPCS3;signal peptidase complex subunit 3 [Homo sapiens];3;334;0.008746;5;5
NP_001129629.1;OTUD5;OTU domain-containing protein 5 isoform b [Homo sapiens];3;334;0.008746;4;4
YP_003024036.1;ND5;NADH dehydrogenase subunit 5 [Homo sapiens];3;334;0.008746;4;4
NP_003145.1;STATH;statherin isoform a [Homo sapiens];3;334;0.008746;4;4
NP_078813.1;CARS2;probable cysteinyl-tRNA synthetase, mitochondrial precursor [Homo sapiens];3;334;0.008746;2;2
NP_001161143.1;LPP;lipoma-preferred partner isoform a [Homo sapiens];3;334;0.008746;3;3
NP_064560.2;DUS3L;tRNA-dihydrouridine synthase 3-like isoform 1 [Homo sapiens];3;334;0.008746;3;3
NP_001092272.1;CEP78;centrosomal protein of 78 kDa isoform a [Homo sapiens];3;334;0.008746;3;3
NP_006232.1;PPP1R2;protein phosphatase inhibitor 2 [Homo sapiens];3;334;0.008746;4;4
NP_001107.2;ADCY9;adenylate cyclase type 9 [Homo sapiens];3;334;0.008746;4;4
NP_001165375.1;VPRBP;protein VPRBP isoform 2 [Homo sapiens];3;334;0.008746;2;2
NP_060230.5;NCAPG2;condensin-2 complex subunit G2 [Homo sapiens];3;334;0.008746;2;2
NP_005654.3;WHSC2;negative elongation factor A [Homo sapiens];3;334;0.008746;2;2
NP_079119.3;CYBRD1;cytochrome b reductase 1 isoform 1 [Homo sapiens];3;334;0.008746;6;6
NP_079493.1;ULBP2;NKG2D ligand 2 precursor [Homo sapiens];3;334;0.008746;2;2
NP_006049.3;TNIP1;TNFAIP3-interacting protein 1 [Homo sapiens];3;334;0.008746;5;5
NP_055637.2;SEC24D;protein transport protein Sec24D [Homo sapiens];3;334;0.008746;2;2
NP_056042.1;POFUT2;GDP-fucose protein O-fucosyltransferase 2 isoform A [Homo sapiens];3;334;0.008746;2;2
NP_056056.2;MICAL3;protein MICAL-3 isoform 1 [Homo sapiens];3;334;0.008746;3;3
NP_001166994.1;PCDH7;protocadherin-7 isoform d precursor [Homo sapiens];3;334;0.008746;2;2
NP_612357.4;FAM105B;hypothetical protein LOC90268 [Homo sapiens];3;334;0.008746;3;3
NP_006080.1;SCML2;sex comb on midleg-like protein 2 [Homo sapiens];3;334;0.008746;3;3
NP_037467.2;GMPPA;mannose-1-phosphate guanyltransferase alpha [Homo sapiens];3;334;0.008746;3;3
NP_588614.1;PLCD3;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-3 [Homo sapiens];3;334;0.008746;3;3
NP_057155.1;MRPS33;28S ribosomal protein S33, mitochondrial [Homo sapiens];3;334;0.008746;3;3
NP_066284.2;DHRS4;dehydrogenase/reductase SDR family member 4 [Homo sapiens];3;334;0.008746;3;3
NP_003789.1;CTNNAL1;alpha-catulin [Homo sapiens];3;334;0.008746;2;2
NP_055177.2;HIBCH;3-hydroxyisobutyryl-CoA hydrolase, mitochondrial isoform 1 precursor [Homo sapiens];3;334;0.008746;3;3
NP_001041683.1;SCYL1;N-terminal kinase-like protein isoform B [Homo sapiens];3;334;0.008746;3;3
XP_003118949.1;null;PREDICTED: afadin-like isoform 1, partial [Homo sapiens];3;334;0.008746;5;5
NP_001028723.1;TOM1L2;TOM1-like protein 2 isoform 1 [Homo sapiens];3;334;0.008746;2;2
NP_061817.1;MIS18A;protein Mis18-alpha [Homo sapiens];3;334;0.008746;2;2
NP_000292.1;PLG;plasminogen isoform 1 precursor [Homo sapiens];3;334;0.008746;2;2
NP_009185.2;PNKP;bifunctional polynucleotide phosphatase/kinase [Homo sapiens];3;334;0.008746;2;2
NP_001002259.1;CAPRIN2;caprin-2 isoform 1 [Homo sapiens];3;334;0.008746;2;2
NP_001073136.1;NKX2-1;homeobox protein Nkx-2.1 isoform 1 [Homo sapiens];3;334;0.008746;2;2
